Station Name,Waterway,Year,Phosphorous_Average,Phosphorous_Min,Phosphorous_Max,x,y,NO2_NO3_Average,NO2_NO3_Min,NO2_NO3_Max,Fecal_Coliform_Average,Fecal_Coliform_Min,Fecal_Coliform_Max,Chlorophyll-A_Average,Chlorophyll-A_Min,Chlorophyll-A_Max,NH3_Average,NH3_Min,NH3_Max,Chloride_Average,Chloride_Min,Chloride_Max,TKN_Average,TKN_Min,TKN_Max,Total_Dissolved_Solids_Average,Total_Dissolved_Solids_Min,Total_Dissolved_Solids_Max,SO4_Average,SO4_Min,SO4_Max,Suspended_Solids_Average,Suspended_Solids_Min,Suspended_Solids_Max,TOC_Average,TOC_Min,TOC_Max
Springinsguth Rd.,West Branch Du Page River,2004,0.21,0.02,0.53,-9809372.143319122,5162219.006850576,1.22,0.12,5.02,4400.0,290.0,22000.0,11.0,1,23.0,0.54,0.07,1.73,235.0,66,949.0,2,1,5,915.0,324.0,1914.0,99.0,29,255.0,48,8,247,16,5,24
Stephen Street,Des Plaines River,2004,0.83,0.3,1.75,-9796385.089554068,5113414.579669373,4.69,1.99,8.72,140.0,20.0,6400.0,26.0,1,122.0,0.11,0,0.3,175.0,112,515.0,1,0,1,648.0,318.0,1202.0,91.0,46,122.0,27,5,42,9,7,10
Stephen Street,Chicago Sanitary and Ship Canal,2004,1.1,0.42,1.79,-9796052.154215598,5113077.68374999,6.27,3.35,10.35,410.0,99.0,1200.0,3.0,1,11.0,0.56,0.31,1.13,126.0,73,470.0,1,1,2,591.0,384.0,1094.0,92.0,56,152.0,16,9,41,8,6,9
Touhy Avenue,North Shore Channel,2004,1.17,0.6,1.77,-9763880.193364626,5162772.158302309,5.37,3.19,7.88,5200.0,790.0,22000.0,1.0,0,4.0,1.35,0.29,2.52,126.0,59,583.0,2,1,4,496.0,220.0,1008.0,52.0,35,84.0,15,3,35,8,5,12
Walnut Street,West Branch Du Page River,2004,2.75,1.45,4.16,-9811290.549648687,5160344.011074602,9.43,4.85,13.51,3000.0,40.0,8600.0,4.0,1,10.0,0.33,&lt RL,1.18,144.0,63,512.0,2,1,2,635.0,266.0,1188.0,77.0,34,122.0,15,9,39,12,9,17
Wells Street,Chicago River,2004,0.45,&lt RL,1.05,-9755339.676982597,5144145.544547021,2.52,0.18,5.46,115.0,9.0,600.0,3.0,1,16.0,0.68,0.01,1.8,84.0,12,239.0,1,&lt RL,3,376.0,157.0,592.0,41.0,21,70.0,6,3,10,5,4,7
Wentworth Avenue,Little Calumet River,2004,0.54,0.27,1.05,-9743762.861862704,5099049.677060608,3.57,1.05,7.26,1100.0,220.0,14000.0,6.0,2,13.0,0.36,0.15,0.6,175.0,59,236.0,1,1,2,712.0,358.0,946.0,144.0,89,199.0,32,12,48,12,10,16
Wille Road,Higgins Creek,2004,0.66,0.38,1.45,-9789066.534741784,5163778.873133089,5.42,4.09,8.06,120.0,9.0,3500.0,3.0,1,5.0,0.44,0.15,1.23,193.0,122,263.0,1,1,2,688.0,532.0,846.0,100.0,65,130.0,8,2,25,11,7,17
Willow Springs Road,Des Plaines River,2004,0.8,0.31,1.61,-9782918.22214516,5121485.94585754,4.67,1.94,8.75,260.0,30.0,2600.0,16.0,1,90.0,0.15,&lt RL,0.31,184.0,115,496.0,1,0,2,675.0,416.0,1204.0,93.0,48,118.0,24,8,41,9,7,10
Wilson Avenue,North Branch Chicago River,2004,1.23,0.35,1.88,-9762427.895694705,5155720.021993471,6.26,2.6,8.99,5300.0,2200.0,22000.0,4.0,0,10.0,2.0,0.6,5.18,155.0,71,504.0,3,2,7,551.0,332.0,1076.0,60.0,38,96.0,14,7,28,8,6,10
Wolf Road,Salt Creek,2004,1.6,0.6,2.96,-9785016.345950184,5134927.534095098,6.54,2.67,11.17,240.0,80.0,1500.0,6.0,2,20.0,0.2,0.07,0.49,175.0,128,621.0,1,0,1,723.0,506.0,1360.0,97.0,59,126.0,24,16,42,8,7,9
130th Street,Calumet River,2003,0.04,0.01,0.06,-9748530.69045206,5110104.230203494,0.44,&lt RL,0.75,10.0,9.0,2500.0,7.0,1,16.0,0.25,0.06,0.42,55.0,25,114.0,1,0,1,325.0,226.0,436.0,54.0,35,79.0,9,5,18,5,3,7
170th Street,Thorn Creek,2003,2.1,0.38,4.76,-9748874.28283881,5099238.777878965,6.53,&lt RL,12.75,885.0,210.0,52000.0,11.0,2,32.0,0.25,0.06,0.41,226.0,58,439.0,1,1,2,1277.0,278.0,2192.0,554.0,104,856.0,30,5,70,10,8,11
Albany Avenue,North Branch Chicago River,2003,1.0,0.32,1.98,-9764088.462110575,5156857.124687181,4.24,1.01,9.75,930.0,670.0,13000.0,18.0,4,56.0,0.15,0.04,0.21,181.0,155,436.0,1,1,2,630.0,484.0,826.0,74.0,49,89.0,20,8,48,9,7,14
Archer Avenue,Bubbly Creek,2003,0.86,0.31,1.59,-9758696.948071493,5136817.240627698,4.52,1.71,8.23,270.0,40.0,8000.0,9.0,1,26.0,1.06,0.33,2.29,118.0,36,387.0,2,1,4,473.0,292.0,920.0,55.0,39,77.0,12,8,20,8,4,11
Arlington Heights Road,Salt Creek,2003,1.98,0.23,5.3,-9796254.99295483,5162818.28541295,6.22,0.59,14.12,680.0,40.0,67000.0,19.0,2,37.0,0.46,0.05,2.16,194.0,106,637.0,2,1,4,659.0,280.0,1180.0,78.0,59,98.0,9,2,22,10,8,14
Ashland Avenue,Calumet-Sag Channel,2003,1.9,0.37,4.74,-9758306.686186207,5109440.062465825,4.22,&lt RL,9.49,2200.0,140.0,48000.0,15.0,1,33.0,0.3,0.08,0.57,168.0,47,269.0,1,0,2,585.0,258.0,912.0,142.0,78,406.0,30,4,99,9,3,11
Ashland Avenue,Little Calumet River,2003,1.22,0.53,3.04,-9758345.734333793,5108959.791525536,3.65,&lt RL,6.7,1300.0,580.0,43000.0,10.0,2,43.0,0.33,0.19,0.46,193.0,73,403.0,1,1,2,988.0,316.0,1600.0,293.0,84,581.0,33,13,90,10,8,11
Belmont Avenue,Des Plaines River,2003,0.85,0.24,1.67,-9779371.53102385,5151588.097147647,4.56,1.45,8.16,995.0,60.0,10000.0,35.0,1,91.0,0.2,0.03,0.6,179.0,99,832.0,2,1,2,708.0,326.0,1654.0,85.0,53,131.0,44,5,158,10,7,12
Brookfield Avenue,Salt Creek,2003,1.33,0.38,2.75,-9778479.118246686,5134478.740255858,5.42,1.77,11.35,4350.0,560.0,64000.0,18.0,3,47.0,0.21,0.09,0.32,148.0,100,563.0,1,1,2,650.0,328.0,1192.0,82.0,57,112.0,57,10,191,9,7,10
Burnham Avenue ,Wolf Lake Drain,2003,0.03,&lt RL,0.08,-9744778.986089032,5110875.941051556,0.08,&lt RL,0.22,40.0,9.0,190.0,9.0,3,18.0,0.12,0.02,0.34,45.0,28,50.0,1,0,1,239.0,194.0,292.0,35.0,27,50.0,6,2,18,6,6,7
Burnham Avenue,Grand Calumet River,2003,0.61,0.34,0.98,-9744810.951107476,5105915.20396417,5.38,&lt RL,10.6,525.0,40.0,500000.0,38.0,3,233.0,1.73,0.34,4.44,184.0,63,247.0,4,2,9,894.0,442.0,1218.0,257.0,155,380.0,17,7,36,13,10,19
Central Street,North Shore Channel,2003,0.21,0,1.19,-9761286.946422856,5170628.61713302,1.0,0.2,5.83,240.0,9.0,5700.0,8.0,&lt RL,58.0,0.39,0.02,1.0,15.0,11,189.0,1,0,2,282.0,174.0,566.0,37.0,22,64.0,10,4,18,5,3,9
Cicero Avenue,Chicago Sanitary and Ship Canal,2003,0.87,0.38,1.64,-9767527.508297496,5134013.305608013,4.49,1.89,7.97,150.0,9.0,2000.0,6.0,1,18.0,0.94,0.38,1.97,115.0,43,510.0,2,1,3,488.0,256.0,1122.0,52.0,36,73.0,14,9,20,7,4,10
Cicero Avenue,Calumet-Sag Channel,2003,2.05,0.48,4.81,-9766975.298081215,5109491.834437173,4.1,&lt RL,9.5,1100.0,90.0,24000.0,20.0,2,56.0,0.25,0.02,0.39,138.0,65,278.0,1,1,2,609.0,370.0,858.0,136.0,91,195.0,24,12,50,9,6,11
Damen Avenue,Chicago Sanitary and Ship Canal,2003,0.89,0.22,1.63,-9759974.102935707,5137287.498239143,4.73,1.84,8.25,210.0,30.0,2400.0,7.0,1,25.0,0.97,0.33,2.35,123.0,37,386.0,2,1,4,471.0,200.0,818.0,53.0,37,80.0,14,7,27,8,5,13
Dempster Street,North Branch Chicago River,2003,1.27,0.24,2.38,-9772519.197048591,5167261.607014383,5.1,1.02,11.24,1400.0,260.0,6200.0,17.0,4,39.0,0.17,0.02,0.44,165.0,146,410.0,1,1,1,1079.0,524.0,2502.0,72.0,49,95.0,21,7,37,9,7,12
Devon Avenue,Salt Creek,2003,2.01,0.24,4.64,-9795587.075606022,5159923.790866642,6.11,0.49,14.21,1150.0,420.0,100000.0,19.0,4,45.0,0.5,0.05,2.31,211.0,103,701.0,2,1,3,694.0,482.0,1384.0,76.0,57,95.0,20,8,36,10,8,16
Diversey Parkway,North Branch Chicago River,2003,1.05,0.49,1.89,-9760793.273420712,5150867.342273781,6.02,3.43,8.02,3550.0,1500.0,13000.0,5.0,1,12.0,1.2,0.28,3.11,118.0,77,711.0,2,1,5,551.0,338.0,1390.0,59.0,46,74.0,14,4,33,9,6,11
Dundee Road,West Fork North Branch Chicago River,2003,1.62,0.41,3.79,-9777719.3660057,5181767.818476338,5.27,1.07,13.27,5100.0,1900.0,5400.0,48.0,11,118.0,0.33,0.19,0.42,173.0,137,235.0,2,1,3,595.0,512.0,680.0,64.0,50,84.0,51,26,63,10,10,12
Elmhurst Road,Higgins Creek,2003,0.29,0.13,0.8,-9789503.463971144,5164194.269628853,0.55,0.23,0.9,6900.0,3800.0,20000.0,11.0,6,16.0,0.24,0.08,0.5,186.0,&lt RL,1283.0,1,1,2,873.0,314.0,2240.0,45.0,38,52.0,35,13,69,10,8,16
Ewing Avenue,Calumet River,2003,0.04,&lt RL,0.08,-9745075.86152176,5120263.120285954,0.32,&lt RL,0.53,10.0,10.0,30.0,2.0,1,5.0,0.12,0.01,0.18,31.0,12,75.0,0,&lt RL,1,232.0,170.0,300.0,30.0,23,39.0,9,3,24,3,3,4
Foster Avenue,North Shore Channel,2003,1.29,0.4,1.78,-9763248.504184216,5157380.484896455,6.72,2.33,8.76,9100.0,3000.0,22000.0,4.0,&lt RL,31.0,1.83,0.32,4.84,95.0,49,393.0,3,1,7,460.0,324.0,840.0,53.0,33,69.0,9,3,26,8,6,11
Frontage Road,Skokie River,2003,1.71,0.32,3.06,-9769467.187323028,5174142.560835846,6.42,2.26,12.3,265.0,20.0,2900.0,22.0,5,59.0,0.1,0.03,0.19,163.0,122,328.0,1,1,2,617.0,418.0,922.0,65.0,53,79.0,19,9,38,8,6,10
Glenview Road,North Branch Chicago River,2003,1.03,0.23,2.43,-9770990.71844705,5171319.185344051,3.81,1.12,5.84,1200.0,170.0,2300.0,33.0,18,47.0,0.11,0.02,0.19,161.0,145,340.0,1,1,1,703.0,566.0,950.0,68.0,53,79.0,30,14,45,9,7,11
Golf Road,West Fork North Branch Chicago River,2003,0.62,0.3,0.9,-9771841.694236573,5169273.313312094,2.97,1.4,4.84,655.0,450.0,2900.0,19.0,3,54.0,0.22,0.03,0.35,220.0,185,640.0,1,1,2,837.0,572.0,1428.0,76.0,46,94.0,26,8,54,9,7,10
Grand Avenue,North Branch Chicago River,2003,0.98,0.43,1.73,-9756156.248665707,5144758.297382973,5.86,3.6,7.51,2450.0,340.0,35000.0,6.0,1,18.0,1.21,0.47,2.45,134.0,67,640.0,2,1,4,597.0,350.0,1428.0,59.0,47,76.0,14,4,23,9,6,11
Halsted Street,Little Calumet River,2003,2.13,1.13,4.21,-9756147.689317685,5109826.122291395,4.19,&lt RL,8.87,3600.0,730.0,15000.0,10.0,1,29.0,0.27,0.09,0.53,113.0,71,215.0,1,0,2,536.0,374.0,684.0,101.0,73,145.0,10,4,16,9,5,12
Harlem Avenue,Chicago Sanitary and Ship Canal,2003,1.1,0.36,1.94,-9774026.337077957,5131234.839862472,7.84,5.29,13.81,4000.0,940.0,29000.0,3.0,1,7.0,0.5,0.17,1.1,133.0,66,343.0,2,1,2,523.0,312.0,918.0,73.0,60,84.0,8,3,12,8,6,13
Higgins Road,Salt Creek,2003,0.11,0.04,0.21,-9797375.60963822,5165675.359292448,0.45,0.07,1.15,260.0,30.0,16000.0,37.0,10,114.0,0.22,0.08,0.36,214.0,94,571.0,1,1,2,656.0,358.0,1208.0,73.0,45,136.0,49,14,82,10,8,12
Indiana Avenue,Little Calumet River,2003,0.56,0.01,3.06,-9753472.18145782,5108772.571885121,1.63,&lt RL,6.39,70.0,10.0,3600.0,24.0,4,34.0,0.32,0.06,1.05,81.0,28,173.0,1,0,2,375.0,236.0,566.0,74.0,46,128.0,30,16,55,6,3,8
Joe Orr Road,Thorn Creek,2003,1.65,0.51,3.76,-9754419.852949658,5089457.720876058,5.76,&lt RL,17.37,8000.0,130.0,24000.0,9.0,3,19.0,0.12,0.1,0.14,83.0,71,130.0,1,1,1,937.0,600.0,1568.0,410.0,214,902.0,43,2,72,10,9,10
Lake Shore Drive,Chicago River,2003,0.19,0.01,1.37,-9753112.184339533,5144283.186382862,1.37,0.22,5.96,55.0,9.0,420.0,3.0,1,10.0,0.35,0.05,1.99,18.0,11,396.0,1,0,3,309.0,146.0,914.0,36.0,23,57.0,3,1,6,4,3,8
Lake Street,West Branch Du Page River,2003,2.34,0.34,4.09,-9810939.89297938,5157781.364521299,7.32,1.92,13.6,2000.0,190.0,20000.0,29.0,9,103.0,0.6,0.24,1.4,151.0,91,474.0,2,1,4,592.0,386.0,1060.0,68.0,51,104.0,44,14,92,11,9,13
Lake-Cook Road,Skokie River,2003,0.33,&lt RL,1.26,-9773171.65434657,5183881.030230567,1.07,0.37,3.12,500.0,110.0,1700.0,10.0,3,19.0,0.22,0.07,0.61,188.0,141,488.0,1,0,2,664.0,238.0,1166.0,80.0,52,119.0,19,6,60,10,8,13
Lake-Cook Road,Middle Fork North Branch Chicago River,2003,0.11,0.06,0.18,-9775428.966959778,5183330.473761027,0.35,0.23,0.53,800.0,120.0,10000.0,11.0,1,31.0,0.18,0.04,0.28,191.0,147,425.0,1,1,2,666.0,528.0,1040.0,76.0,49,108.0,27,8,82,11,8,14
Lake-Cook Road,Buffalo Creek,2003,0.16,&lt RL,0.34,-9792683.493154095,5183751.728609537,0.37,0.04,0.87,785.0,90.0,10000.0,30.0,12,53.0,0.19,0.09,0.29,201.0,142,536.0,1,1,2,717.0,542.0,1190.0,93.0,58,162.0,55,11,119,11,10,13
Lake-Cook Road,Des Plaines River,2003,1.33,0.31,2.61,-9786103.272410415,5183885.200209065,6.79,2.21,12.81,445.0,90.0,5600.0,34.0,7,105.0,0.16,0.04,0.33,184.0,110,307.0,2,1,2,681.0,460.0,882.0,92.0,66,132.0,39,3,136,10,8,12
Lockport Powerhouse,Chicago Sanitary and Ship Canal,2003,1.14,0.32,2.34,-9804834.0167114,5096870.642820761,6.13,&lt RL,12.69,140.0,9.0,3400.0,7.0,1,37.0,0.59,0.16,2.03,145.0,29,550.0,2,1,4,595.0,296.0,1162.0,97.0,60,126.0,15,5,50,8,6,11
Loomis Street,South Branch Chicago River,2003,0.78,0.03,1.66,-9758326.630046986,5137947.951214144,4.4,0.02,8.36,170.0,20.0,1500.0,6.0,0,26.0,0.82,0,2.28,119.0,35,421.0,2,0,3,482.0,284.0,922.0,53.0,36,85.0,13,9,18,8,5,12
Madison Street,South Branch Chicago River,2003,0.96,0.23,1.73,-9755836.894673718,5143332.001117509,5.19,1.7,8.0,940.0,160.0,1500.0,5.0,1,16.0,1.27,0.42,2.51,116.0,33,395.0,2,1,4,488.0,282.0,982.0,55.0,38,95.0,12,5,16,8,5,12
Material Service Road,Des Plaines River,2003,1.05,0.33,1.84,-9803757.593335949,5100729.017568359,4.94,2.12,9.38,620.0,130.0,2500.0,60.0,5,214.0,0.16,0.03,0.32,161.0,72,401.0,2,1,3,682.0,426.0,960.0,97.0,68,132.0,48,13,89,9,8,12
Oakton Street,North Shore Channel,2003,0.55,0.01,2.02,-9763838.713194087,5164984.791142569,2.25,0.06,6.9,1045.0,140.0,350000.0,5.0,&lt RL,22.0,0.93,0.16,2.51,58.0,12,285.0,2,0,6,339.0,180.0,724.0,43.0,24,66.0,20,4,49,8,4,16
Oakton Street,Des Plaines River,2003,0.96,0.29,2.31,-9782189.77125312,5164756.208222484,4.97,1.58,10.18,850.0,180.0,54000.0,42.0,5,108.0,0.15,0.03,0.31,174.0,119,338.0,2,1,2,620.0,264.0,866.0,88.0,59,131.0,44,10,127,10,8,11
Ogden Avenue,Des Plaines River,2003,1.27,0.4,2.21,-9775033.160497827,5134155.08934849,5.91,2.17,10.87,1000.0,180.0,7600.0,46.0,13,94.0,0.14,0.03,0.28,301.0,84,434.0,2,1,3,660.0,344.0,994.0,89.0,60,122.0,53,12,189,9,8,11
Roosevelt Road,Des Plaines River,2003,0.89,0.36,1.38,-9776892.815460142,5140724.864266957,4.4,1.67,7.77,3000.0,99.0,12000.0,29.0,1,63.0,0.16,0.07,0.29,159.0,104,310.0,2,1,2,605.0,350.0,906.0,86.0,58,125.0,43,15,129,9,8,10
Route 19,Poplar Creek,2003,0.11,0.01,0.22,-9823047.74711789,5165577.94301833,0.61,0.15,2.46,170.0,20.0,23000.0,15.0,2,27.0,0.15,0.04,0.28,174.0,85,440.0,1,0,2,631.0,410.0,1018.0,47.0,5,103.0,34,5,86,10,6,12
Route 83,Chicago Sanitary and Ship Canal,2003,0.84,0.35,1.73,-9789421.360370245,5116449.74955103,7.17,4.71,11.73,735.0,140.0,20000.0,4.0,1,11.0,0.64,0.25,2.06,134.0,78,407.0,2,1,3,558.0,330.0,994.0,82.0,62,110.0,11,6,20,8,6,11
Route 83,Calumet-Sag Channel,2003,1.69,0.27,4.98,-9789029.93158179,5115601.921870255,3.77,&lt RL,10.27,90.0,9.0,12000.0,25.0,2,93.0,0.26,0.02,0.96,115.0,1,279.0,1,1,2,589.0,178.0,898.0,128.0,67,184.0,36,8,77,8,6,12
Stephen Street,Chicago Sanitary and Ship Canal,2003,1.08,0.54,2.3,-9796052.154215598,5113077.68374999,6.36,3.53,10.09,425.0,20.0,2200.0,7.0,1,20.0,0.6,0.24,2.05,136.0,86,382.0,2,1,3,586.0,356.0,952.0,95.0,70,116.0,16,9,27,8,6,10
Stephen Street,Des Plaines River,2003,1.08,0.3,1.98,-9796385.089554068,5113414.579669373,5.03,2.01,9.73,720.0,50.0,4000.0,49.0,3,174.0,0.17,0.02,0.57,174.0,112,434.0,2,1,2,625.0,232.0,982.0,96.0,67,136.0,45,12,82,9,8,12
Touhy Avenue,North Shore Channel,2003,1.38,0.37,2.01,-9763880.193364626,5162772.158302309,5.9,2.71,8.55,8350.0,2800.0,23000.0,1.0,&lt RL,5.0,1.55,0.1,4.41,98.0,52,640.0,3,1,7,481.0,280.0,728.0,53.0,31,76.0,9,4,26,9,6,12
Walnut Street,West Branch Du Page River,2003,2.44,0.6,4.14,-9811290.549648687,5160344.011074602,7.58,1.94,13.08,4500.0,70.0,23000.0,9.0,1,31.0,0.48,0.11,0.94,131.0,102,592.0,2,1,4,590.0,126.0,1274.0,68.0,52,97.0,18,2,53,12,10,14
Wells Street,Chicago River,2003,0.64,0.06,1.63,-9755339.676982597,5144145.544547021,3.41,0.28,7.59,260.0,90.0,1000.0,4.0,1,12.0,0.8,0.07,2.1,83.0,11,412.0,2,0,3,403.0,162.0,964.0,44.0,23,70.0,6,3,11,6,3,11
Wentworth Avenue,Little Calumet River,2003,0.56,0.26,0.81,-9743762.861862704,5099049.677060608,3.78,&lt RL,7.52,2500.0,330.0,21000.0,9.0,1,40.0,0.32,0.15,0.52,193.0,53,290.0,2,1,2,800.0,348.0,1068.0,180.0,100,250.0,29,12,50,12,9,14
Wille Road,Higgins Creek,2003,0.48,0.12,1.38,-9789066.534741784,5163778.873133089,4.85,0.24,9.01,810.0,10.0,16000.0,4.0,1,15.0,0.33,0.15,0.7,175.0,126,609.0,1,1,2,666.0,328.0,1332.0,90.0,39,122.0,6,&lt RL,26,10,7,14
Willow Springs Road,Des Plaines River,2003,0.92,0.3,1.78,-9782918.22214516,5121485.94585754,4.3,1.65,8.96,1900.0,90.0,34000.0,33.0,4,91.0,0.16,0.03,0.37,160.0,112,433.0,1,1,2,637.0,370.0,1008.0,92.0,58,140.0,33,12,81,9,8,11
Wilson Avenue,North Branch Chicago River,2003,1.14,0.47,1.71,-9762427.895694705,5155720.021993471,6.5,2.64,9.5,6300.0,3200.0,12000.0,5.0,1,18.0,1.37,0.22,3.11,122.0,69,570.0,3,1,5,548.0,270.0,1008.0,57.0,35,78.0,12,2,37,9,6,11
Wolf Road,Salt Creek,2003,1.58,0.44,3.27,-9785016.345950184,5134927.534095098,6.71,1.58,16.33,2650.0,160.0,30000.0,13.0,3,29.0,0.24,0.14,0.39,196.0,61,627.0,1,1,2,696.0,346.0,1372.0,84.0,47,117.0,43,15,168,9,8,10
130th Street,Calumet River,2002,0.05,&lt RL,0.12,-9748530.69045206,5110104.230203494,0.57,0.25,1.31,15.0,9.0,60.0,10.0,4,22.0,0.1,0.03,0.2,54.0,23,132.0,1,0,2,329.0,218.0,528.0,55.0,24,97.0,13,4,25,5,3,7
170th Street,Thorn Creek,2002,2.61,0.61,5.12,-9748874.28283881,5099238.777878965,7.13,1.9,11.76,505.0,70.0,7600.0,10.0,3,22.0,0.25,0.05,0.55,191.0,137,268.0,1,1,3,1261.0,630.0,1956.0,446.0,126,683.0,24,7,67,9,8,11
Albany Avenue,North Branch Chicago River,2002,1.04,0.29,2.0,-9764088.462110575,5156857.124687181,4.24,0.92,8.99,1035.0,250.0,25000.0,12.0,4,27.0,0.24,0.06,1.62,159.0,113,592.0,1,1,3,700.0,414.0,1338.0,69.0,47,88.0,24,5,69,9,7,12
Archer Avenue,Bubbly Creek,2002,0.72,0.29,1.36,-9758696.948071493,5136817.240627698,3.55,0.03,7.0,425.0,40.0,88000.0,9.0,&lt RL,22.0,1.12,0.65,2.75,88.0,49,262.0,3,1,5,462.0,292.0,798.0,52.0,34,78.0,14,7,25,8,5,12
Arlington Heights Road,Salt Creek,2002,1.99,0.28,3.5,-9796254.99295483,5162818.28541295,7.69,1.53,13.54,345.0,20.0,2500.0,13.0,3,34.0,0.3,0,1.28,143.0,93,443.0,2,1,3,658.0,382.0,1020.0,79.0,62,91.0,8,4,15,11,9,12
Ashland Avenue,Little Calumet River,2002,1.49,0.77,3.17,-9758345.734333793,5108959.791525536,4.35,1.67,9.71,450.0,100.0,3600.0,11.0,4,36.0,0.18,&lt RL,0.37,170.0,66,268.0,1,1,2,892.0,440.0,1272.0,242.0,56,461.0,23,6,38,9,6,10
Ashland Avenue,Calumet-Sag Channel,2002,2.1,0.75,3.61,-9758306.686186207,5109440.062465825,5.39,3.01,8.55,1200.0,250.0,3300.0,11.0,2,35.0,0.19,0.03,0.34,154.0,80,209.0,1,1,2,683.0,428.0,1150.0,146.0,78,458.0,18,9,45,9,7,10
Belmont Avenue,Des Plaines River,2002,0.88,0.39,1.52,-9779371.53102385,5151588.097147647,4.62,2.69,8.36,710.0,10.0,33000.0,11.0,0,34.0,0.12,0,0.23,167.0,93,674.0,1,1,2,730.0,372.0,1276.0,86.0,55,105.0,29,10,94,10,8,12
Brookfield Avenue,Salt Creek,2002,1.94,0.8,2.9,-9778479.118246686,5134478.740255858,8.16,3.22,12.49,820.0,340.0,110000.0,13.0,1,50.0,0.18,&lt RL,0.72,124.0,74,205.0,1,1,2,547.0,346.0,694.0,84.0,49,108.0,19,5,28,9,8,10
Burnham Avenue ,Wolf Lake Drain,2002,0.04,&lt RL,0.12,-9744778.986089032,5110875.941051556,0.1,&lt RL,0.28,10.0,9.0,30.0,4.0,0,11.0,0.02,&lt RL,0.03,43.0,28,58.0,0,0,1,243.0,134.0,296.0,37.0,30,45.0,4,1,6,6,4,6
Burnham Avenue,Grand Calumet River,2002,0.6,0.27,0.95,-9744810.951107476,5105915.20396417,8.56,0.13,13.83,420.0,90.0,20000.0,31.0,3,96.0,0.95,0.25,2.63,219.0,44,360.0,3,2,4,858.0,286.0,1146.0,220.0,57,320.0,16,5,42,11,9,14
Central Street,North Shore Channel,2002,0.11,&lt RL,0.26,-9761286.946422856,5170628.61713302,0.34,0.22,0.66,570.0,9.0,6900.0,13.0,1,91.0,0.31,0.04,1.17,16.0,11,273.0,1,0,3,309.0,164.0,744.0,39.0,20,80.0,13,2,28,5,3,9
Cicero Avenue,Calumet-Sag Channel,2002,2.21,0.74,3.84,-9766975.298081215,5109491.834437173,5.39,3.34,8.49,640.0,20.0,2500.0,12.0,3,40.0,0.25,0.03,0.47,147.0,74,234.0,2,1,2,597.0,384.0,852.0,118.0,77,168.0,21,10,32,9,6,10
Cicero Avenue,Chicago Sanitary and Ship Canal,2002,0.72,0.39,1.39,-9767527.508297496,5134013.305608013,4.3,1.88,7.45,235.0,40.0,3100.0,5.0,1,10.0,0.87,0.29,2.08,98.0,51,269.0,2,1,4,483.0,284.0,866.0,54.0,33,82.0,15,10,24,7,5,10
Dempster Street,North Branch Chicago River,2002,1.15,0.2,2.57,-9772519.197048591,5167261.607014383,4.57,0.87,8.71,865.0,240.0,14000.0,16.0,6,28.0,0.36,0.06,3.01,144.0,108,432.0,2,1,5,658.0,424.0,1038.0,62.0,47,76.0,30,14,50,8,7,12
Devon Avenue,Salt Creek,2002,1.96,0.37,4.09,-9795587.075606022,5159923.790866642,7.32,1.49,14.18,915.0,110.0,6000.0,16.0,4,27.0,0.36,&lt RL,1.49,127.0,93,457.0,2,1,3,632.0,382.0,956.0,79.0,52,96.0,16,7,32,10,9,11
Diversey Parkway,North Branch Chicago River,2002,0.9,0.31,1.75,-9760793.273420712,5150867.342273781,5.29,2.36,7.39,5100.0,1400.0,71000.0,4.0,0,9.0,0.96,0.13,2.91,114.0,65,281.0,2,1,5,495.0,330.0,814.0,56.0,47,81.0,19,10,53,9,6,17
Dundee Road,West Fork North Branch Chicago River,2002,0.96,0.1,3.47,-9777719.3660057,5181767.818476338,4.0,0.89,13.92,2330.0,170.0,5000.0,10.0,4,16.0,0.15,0.09,0.21,235.0,160,518.0,2,1,2,886.0,598.0,1256.0,62.0,47,71.0,40,24,59,9,8,11
Elmhurst Road,Higgins Creek,2002,0.12,0.06,0.19,-9789503.463971144,5164194.269628853,0.41,0.17,0.83,2450.0,20.0,1100000.0,14.0,6,23.0,0.11,0.02,0.22,249.0,65,1481.0,1,1,2,922.0,312.0,2250.0,48.0,34,63.0,41,13,70,10,7,19
Ewing Avenue,Calumet River,2002,0.06,&lt RL,0.11,-9745075.86152176,5120263.120285954,0.5,0.26,1.56,10.0,9.0,30.0,2.0,1,4.0,0.06,0.02,0.14,43.0,14,78.0,0,0,1,261.0,178.0,364.0,28.0,20,33.0,7,4,12,4,3,6
Foster Avenue,North Shore Channel,2002,1.15,0.5,1.74,-9763248.504184216,5157380.484896455,6.11,3.69,9.38,9850.0,4000.0,31000.0,2.0,0,7.0,1.43,0.45,2.51,94.0,66,211.0,3,2,5,463.0,376.0,754.0,51.0,41,66.0,15,6,44,9,6,11
Frontage Road,Skokie River,2002,1.48,0.22,2.99,-9769467.187323028,5174142.560835846,5.83,1.23,10.87,330.0,130.0,1200.0,22.0,4,47.0,0.06,&lt RL,0.13,124.0,95,389.0,1,1,2,584.0,280.0,1040.0,65.0,49,84.0,22,11,46,9,6,23
