Station Number,Station Name,Station Description,Parameter Description,Units of Measure,Result Count,Year,Result Average,Result Min,Result Max,Waterway,x,y
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,12,2006,0.6,0.29,0.79,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,11,2006,1.32,0.73,2.09,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,"Phosphorous, total",mg/L,11,2006,0.18,0.09,0.36,West Branch Du Page River,-9809372.143319122,5162219.006850576
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,12,2006,0.93,0.35,1.3,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,12,2006,0.9,0.5,1.58,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2006,1.04,&lt RL,1.86,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,12,2006,2.27,0.74,3.61,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2006,0.31,0.04,0.7,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,11,2006,0.64,0.34,1.16,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2006,0.66,0.31,2.18,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,12,2006,0.88,0.35,1.41,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2006,1.19,0.64,1.62,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,12,2006,1.47,0.48,2.62,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,11,2005,0.03,&lt RL,0.12,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,11,2005,1.57,0.51,2.96,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,11,2005,1.15,0.47,2.14,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,11,2005,0.77,0.41,1.7,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2005,2.02,0.34,3.62,Salt Creek,-9796254.99295483,5162818.28541295
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,12,2005,2.07,1.38,3.51,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,11,2005,1.06,0.33,1.63,Little Calumet River,-9758345.734333793,5108959.791525536
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,12,2005,1.11,0.36,2.19,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,12,2005,1.6,0.39,3.02,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,12,2005,0.03,&lt RL,0.11,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,10,2005,0.88,0.31,4.35,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,8,2005,0.02,&lt RL,0.07,North Shore Channel,-9761286.946422856,5170628.6171330195
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,12,2005,2.21,1.22,3.52,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2005,0.75,0.33,1.31,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2005,0.75,0.32,1.43,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,11,2005,1.2,0.35,2.27,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2005,1.98,0.34,3.62,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2005,0.87,0.42,1.77,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,4,2005,1.51,0.33,3.58,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,4,2005,0.1,&lt RL,0.14,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,11,2005,0.02,&lt RL,0.1,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2005,1.26,0.64,1.86,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2005,1.54,0.19,2.9,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,12,2005,1.41,0.27,2.99,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,10,2005,0.83,0.31,1.22,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2005,1.12,0.61,1.74,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,12,2005,2.08,1.4,3.73,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2005,0.99,0.19,2.09,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,9,2005,0.11,0,0.22,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,9,2005,0.37,0.03,1.16,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,8,2005,2.11,0.93,5.03,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,10,2005,0.16,&lt RL,0.59,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2005,2.43,0.66,4.45,West Branch Du Page River,-9810939.89297938,5157781.364521299
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2005,0.21,&lt RL,0.56,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,11,2005,0.86,0.01,2.91,Skokie River,-9773171.65434657,5183881.030230567
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2005,1.5,0.3,3.02,Des Plaines River,-9786103.272410415,5183885.200209065
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,7,2005,0.13,&lt RL,0.35,Buffalo Creek,-9792683.493154097,5183751.728609537
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,52,2005,1.17,0.26,1.9,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,10,2005,0.72,0.32,1.33,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,12,2005,0.83,0.38,1.32,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,12,2005,1.26,0.5,2.29,Des Plaines River,-9803757.593335949,5100729.017568359
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,12,2005,1.26,0.32,2.56,Des Plaines River,-9782189.77125312,5164756.208222484
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,12,2005,0.45,&lt RL,1.64,North Shore Channel,-9763838.713194087,5164984.791142569
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,12,2005,1.23,0.4,2.21,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,12,2005,1.07,0.34,2.22,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,11,2005,0.09,&lt RL,0.21,Poplar Creek,-9823047.74711789,5165577.94301833
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,11,2005,2.27,1.15,3.39,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,11,2005,0.73,0.12,1.27,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,"Phosphorous, total",mg/L,11,2005,0.33,&lt RL,1.2,West Branch Du Page River,-9809372.143319122,5162219.006850576
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,12,2005,1.2,0.53,1.97,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,11,2005,1.17,0.25,1.87,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2005,1.24,0.48,2,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,12,2005,2.67,0.74,3.86,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2005,0.35,0.01,0.84,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,11,2005,0.61,0.31,1.13,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2005,1.58,0.45,3.24,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,12,2005,1.17,0.42,2.12,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2005,1.13,0.53,1.67,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,12,2005,1.9,0.36,3.31,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,10,2004,0.06,&lt RL,0.09,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,11,2004,1.5,0.47,2.9,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,11,2004,0.79,0.21,1.43,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,12,2004,0.81,0.25,1.42,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2004,1.85,0.78,3.33,Salt Creek,-9796254.99295483,5162818.28541295
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,10,2004,0.81,0.34,1.51,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,12,2004,1.56,0.42,2.61,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,11,2004,0.69,0.23,1.33,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,11,2004,1.32,0.57,2.33,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,12,2004,0.05,&lt RL,0.1,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,9,2004,0.58,0.34,1.15,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,10,2004,0.08,&lt RL,0.28,North Shore Channel,-9761286.946422856,5170628.6171330195
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2004,0.8,0.33,1.42,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,12,2004,1.64,0.41,2.87,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2004,0.84,0.31,1.62,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,12,2004,0.92,0.19,1.87,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2004,1.9,0.73,3.44,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2004,1.07,0.39,1.95,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,8,2004,2.12,0.44,2.89,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,6,2004,0.11,0.04,0.24,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,10,2004,0.06,&lt RL,0.12,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2004,1.33,0.61,2.1,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2004,1.22,0.27,2.69,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,12,2004,1.01,0.18,2.51,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,10,2004,0.55,0.25,0.74,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2004,0.92,0.29,1.76,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,12,2004,1.64,0.71,2.75,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2004,0.95,0.39,1.87,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,11,2004,0.1,0.02,0.21,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,9,2004,0.54,0.05,2.42,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,7,2004,2.05,0.6,3.86,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,9,2004,0.23,&lt RL,0.72,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2004,2.4,1.25,4.01,West Branch Du Page River,-9810939.89297938,5157781.364521299
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2004,0.14,0.06,0.34,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2004,0.23,0.07,0.8,Skokie River,-9773171.65434657,5183881.030230567
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,7,2004,0.08,0,0.19,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,11,2004,0.99,0.22,2.41,Des Plaines River,-9786103.272410415,5183885.200209065
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,52,2004,1.01,0.41,2.19,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,12,2004,0.86,0.36,1.48,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,12,2004,0.91,0.15,1.73,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,11,2004,0.78,0.33,1.61,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,12,2004,0.49,0.03,1.71,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,11,2004,0.89,0.24,2.29,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,11,2004,0.81,0.3,1.37,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,11,2004,0.63,0.22,1.16,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,11,2004,0.08,0.02,0.16,Poplar Creek,-9823047.74711789,5165577.94301833
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,10,2004,1.48,0.37,2.87,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,12,2004,0.98,0.33,1.76,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,"Phosphorous, total",mg/L,10,2004,0.21,0.02,0.53,West Branch Du Page River,-9809372.143319122,5162219.006850576
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,11,2004,0.83,0.3,1.75,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,12,2004,1.1,0.42,1.79,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2004,1.17,0.6,1.77,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,11,2004,2.75,1.45,4.16,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2004,0.45,&lt RL,1.05,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,9,2004,0.54,0.27,1.05,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,11,2004,0.66,0.38,1.45,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,11,2004,0.8,0.31,1.61,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2004,1.23,0.35,1.88,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,11,2004,1.6,0.6,2.96,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,10,2003,0.04,0.01,0.06,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,10,2003,2.1,0.38,4.76,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,10,2003,1,0.32,1.98,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,12,2003,0.86,0.31,1.59,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2003,1.98,0.23,5.3,Salt Creek,-9796254.99295483,5162818.28541295
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,12,2003,1.9,0.37,4.74,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,10,2003,1.22,0.53,3.04,Little Calumet River,-9758345.734333793,5108959.791525536
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,12,2003,0.85,0.24,1.67,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,10,2003,1.33,0.38,2.75,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,12,2003,0.03,&lt RL,0.08,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,10,2003,0.61,0.34,0.98,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2003,0.21,0,1.19,North Shore Channel,-9761286.946422856,5170628.6171330195
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2003,0.87,0.38,1.64,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,11,2003,2.05,0.48,4.81,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2003,0.89,0.22,1.63,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,11,2003,1.27,0.24,2.38,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2003,2.01,0.24,4.64,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2003,1.05,0.49,1.89,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,3,2003,1.62,0.41,3.79,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,5,2003,0.29,0.13,0.8,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,11,2003,0.04,&lt RL,0.08,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2003,1.29,0.4,1.78,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2003,1.71,0.32,3.06,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,3,2003,1.03,0.23,2.43,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,8,2003,0.62,0.3,0.9,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2003,0.98,0.43,1.73,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,11,2003,2.13,1.13,4.21,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2003,1.1,0.36,1.94,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,9,2003,0.11,0.04,0.21,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,10,2003,0.56,0.01,3.06,Little Calumet River,-9753472.181457821,5108772.571885121
